"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"Paper","SALT LAKE CITY",2006-11-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Air","No","No",2006,11
"Paper","NORTH SALT LAKE",2001-07-16,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",2001,7
"Paper","SALT LAKE CITY",2001-01-18,"CORROSIVE MATERIAL",0,0,0,500,"ARKANSAS","Highway","No","No",2001,1
"Paper","OGDEN",1996-08-15,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1996,8
"Paper","SALT LAKE CITY",1972-05-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",1972,5
"Paper","SALT LAKE",1998-01-21,"CORROSIVE MATERIAL",0,0,0,0,"WASHINGTON","Rail","No","No",1998,1
"Web","CLIVE",2010-06-30,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"OHIO","Highway","No","No",2010,6
"Paper","WEST VALLEY CITY",1992-09-29,"OXIDIZER",0,0,0,1600,"WISCONSIN","Highway","No","No",1992,9
"XML","NORTH SALT LAKE",2008-02-01,"CORROSIVE MATERIAL",0,0,0,0,"KANSAS","Highway","No","No",2008,2
"Paper","SALT LAKE CITY",2000-12-19,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,1,"ARIZONA","Air","No","No",2000,12
"Paper","SALT LAKE CITY",2001-07-03,"CORROSIVE MATERIAL",0,0,0,150,"TEXAS","Highway","No","No",2001,7
"Web","SALT LAKE CITY",2009-01-23,"COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2009,1
"Paper","WEST VALLEY CITY",2004-04-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,375,"TEXAS","Highway","No","No",2004,4
"Paper","NORTH SALT LAKE",2001-04-27,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,4
"Paper","OREM",2012-10-10,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2012,10
"Paper","NORTH SALT LAKE",2000-12-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"ARIZONA","Highway","No","No",2000,12
"Paper","SALT LAKE CITY",2003-06-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1500,"IOWA","Highway","No","No",2003,6
"Paper","SALT LAKE CITY",2013-06-05,"FLAMMABLE SOLID",0,0,0,0,"LOUISIANA","Highway","No","No",2013,6
"Paper","NORTH SALT LAKE",2003-02-13,"CORROSIVE MATERIAL",0,0,0,525,"INDIANA","Highway","No","No",2003,2
"Paper","NORTH SALT LAKE",1999-10-27,"INFECTIOUS SUBSTANCE (ETIOLOGIC)",0,0,0,0,"CALIFORNIA","Highway","No","No",1999,10
"Paper","SALT LAKE CITY",2008-08-04,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,8
"XML","OREM",2008-10-03,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,10
"Paper","SALT LAKE CITY",2005-10-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,563,"NEBRASKA","Rail","No","No",2005,10
"XML","Salt Lake City",2012-10-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2012,10
"Paper","OGDEN",1993-11-17,"CORROSIVE MATERIAL",0,0,0,50,"TENNESSEE","Highway","No","No",1993,11
"Paper","SALT LAKE CITY",2009-05-05,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2009,5
"Web","GRANTSVILLE",2011-01-21,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2011,1
"Paper","SALT LAKE CITY",1995-11-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,155,"VIRGINIA","Highway","No","No",1995,11
"Paper","SALT LAKE CITY",2001-07-10,"POISONOUS MATERIALS",0,0,0,160,"MISSOURI","Highway","No","No",2001,7
"Web","SALT LAKE CITY",2014-08-12,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2014,8
"Paper","WEST VALLEY CITY",1994-08-01,"CORROSIVE MATERIAL",0,0,0,430,"NEW YORK","Highway","No","No",1994,8
"Paper","SALT LAKE",1998-08-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Rail","No","No",1998,8
"Paper","SALT LAKE CITY",2003-04-12,"CORROSIVE MATERIAL",0,0,0,1530,"OHIO","Highway","No","No",2003,4
"Web","PARK CITY",2014-04-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,210500,"UTAH","Highway","No","Yes",2014,4
"Paper","OREM",2013-02-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,2
"Paper","SALT LAKE CITY",1997-12-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"COLORADO","Highway","No","No",1997,12
"Paper","SALT LAKE CITY",1996-04-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NORTH CAROLINA","Highway","No","No",1996,4
"Paper","SALT LAKE CITY",1995-08-29,"CORROSIVE MATERIAL",0,0,0,100,"ALABAMA","Highway","No","No",1995,8
"Paper","SALT LAKE",1999-05-10,"CORROSIVE MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",1999,5
"Paper","NORTH SALT LAKE",1998-11-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"KENTUCKY","Highway","No","No",1998,11
"Paper","SALT LAKE CITY",1991-08-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,385,"MASSACHUSETTS","Highway","No","No",1991,8
"Paper","SALT LAKE CITY",2011-08-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Air","No","No",2011,8
"Paper","HYRUM",2014-05-16,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2014,5
"Paper","HANKSVILLE",1982-05-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1982,5
"Paper","NORTH SALT LAKE",2001-02-28,"CORROSIVE MATERIAL",0,0,0,125,"TEXAS","Highway","No","No",2001,2
"Paper","DUCHESNE",1979-02-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1979,2
"Paper","NORTH SALT LAKE",2000-05-15,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",2000,5
"Paper","SALT LAKE CITY",1990-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,135,"MONTANA","Highway","No","No",1990,8
"Paper","SALT LAKE CITY",2000-11-28,"OXIDIZER",0,0,0,0,"GEORGIA","Air","No","No",2000,11
"Paper","SALT LAKE CITY",2010-09-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2010,9
"Paper","SALT LAKE CITY",1995-04-20,"CORROSIVE MATERIAL",0,0,0,75,"ILLINOIS","Highway","No","No",1995,4
"Paper","SALT LAKE CITY",2009-12-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2009,12
"XML","Salt Lake City",2014-03-31,"OXIDIZER",0,0,0,0,"MINNESOTA","Highway","No","No",2014,3
"Paper","SALT LAKE CITY",2012-10-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2012,10
"Paper","SALT LAKE CITY",1995-04-19,"CORROSIVE MATERIAL",0,0,0,50,"CALIFORNIA","Highway","No","No",1995,4
"Paper","SALT LAKE CITY",2001-08-08,"POISONOUS MATERIALS",0,0,0,0,"COLORADO","Highway","No","No",2001,8
"Paper","WEST VALLEY CITY",2007-07-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW YORK","Highway","No","No",2007,7
"Paper","SALT LAKE CITY",2009-12-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,600,"INDIANA","Highway","No","No",2009,12
"Paper","WEST VALLEY CITY",2005-03-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"LOUISIANA","Highway","No","No",2005,3
"Paper","OGDEN",1999-09-15,"CORROSIVE MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",1999,9
"Paper","SALT LAKE CITY",2007-05-21,"CORROSIVE MATERIAL",0,0,0,1388,"OREGON","Highway","No","No",2007,5
"Paper","SALT LAKE CITY",1996-12-03,"CORROSIVE MATERIAL",0,0,0,250,"PENNSYLVANIA","Highway","No","No",1996,12
"Paper","PRICE",1992-04-02,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,5000,"OREGON","Highway","No","No",1992,4
"Paper","SALT LAKE CITY",1984-09-28,"FLAMMABLE GAS",0,0,0,0,"UTAH","Rail","No","No",1984,9
"Paper","PRICE",1998-10-21,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",1998,10
"XML","N Salt Lake",2014-08-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2014,8
"Paper","SALT LAKE CITY",2007-09-15,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,989,"WASHINGTON","Highway","No","No",2007,9
"Paper","WEST VALLEY CITY",2004-01-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,550,"ILLINOIS","Highway","No","No",2004,1
"Paper","NORTH SALT LAKE",1980-05-23,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1980,5
"XML","N Salt Lake",2013-08-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2013,8
"Paper","SALT LAKE CITY",2008-03-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,3172,"MINNESOTA","Rail","No","No",2008,3
"Paper","SALT LAKE CITY",1997-10-15,"POISONOUS MATERIALS",0,0,0,455,"MASSACHUSETTS","Highway","No","No",1997,10
"Paper","WEST VALLEY",2001-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,430,"KANSAS","Highway","No","No",2001,8
"Web","SALT LAKE CITY",2010-10-25,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"OREGON","Highway","No","No",2010,10
"Paper","SALT LAKE CITY",1991-11-13,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1991,11
"Paper","SALT LAKE CITY",1991-05-15,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",1991,5
"Web","WEST VALLEY CITY",2013-04-15,"CORROSIVE MATERIAL",0,0,0,2500,"TENNESSEE","Highway","No","No",2013,4
"Web","SALT LAKE CITY",2014-02-04,"CORROSIVE MATERIAL",0,0,0,1000,"UTAH","Highway","No","No",2014,2
"Paper","SALT LAKE CITY",2001-04-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"COLORADO","Highway","No","No",2001,4
"Paper","WEST VALLEY CITY",2004-05-06,"CORROSIVE MATERIAL",0,0,0,375,"TEXAS","Highway","No","No",2004,5
"Paper","OGDEN",1993-11-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Rail","No","No",1993,11
"XML","SALT LAKE CITY",2012-07-09,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",2012,7
"Paper","TOOELE",1998-09-17,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,5000,"WASHINGTON","Highway","No","No",1998,9
"Paper","SALT LAKE CITY",1990-09-28,"CORROSIVE MATERIAL",0,0,0,300,"NEVADA","Rail","No","No",1990,9
"Web","OGDEN",2014-10-24,"VERY INSENSITIVE EXPLOSIVE",0,0,0,3975,"UTAH","Highway","No","No",2014,10
"Paper","SALT LAKE CITY",2000-10-30,"CORROSIVE MATERIAL",0,0,0,0,"FLORIDA","Highway","No","No",2000,10
"XML","N Salt Lake",2013-11-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,11
"Paper","OGDEN",1996-07-19,"CORROSIVE MATERIAL",0,0,0,0,"OREGON","Rail","No","No",1996,7
"XML","Salt Lake City",2014-12-18,"OXIDIZER",0,0,0,0,"MINNESOTA","Highway","No","No",2014,12
"Paper","SALT LAKE CITY",1996-08-20,"CORROSIVE MATERIAL",0,0,0,150,"TEXAS","Highway","No","No",1996,8
"Paper","OGDEN",2009-06-30,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",2009,6
"Web","NORTH SALT LAKE",2009-07-10,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2009,7
"Paper","SALT LAKE CITY",2011-06-24,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"MISSOURI","Air","No","No",2011,6
"XML","N Salt Lake",2012-03-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Highway","No","No",2012,3
"Paper","NORTH SALT LAKE",2001-08-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,8
"Paper","SALT LAKE CITY",2007-09-03,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"NEW YORK","Highway","No","No",2007,9
"Paper","SALT LAKE CITY",1994-08-14,"CORROSIVE MATERIAL",0,0,0,60,"ILLINOIS","Highway","No","No",1994,8
"Web","SALT LAKE CITY",2012-10-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",2012,10
"Paper","OGDEN",1998-09-20,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Rail","No","No",1998,9
"Paper","SALT LAKE CITY",1995-07-25,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",1995,7
"Paper","SALT LAKE CITY",1999-02-08,"CORROSIVE MATERIAL",0,0,0,185,"NORTH CAROLINA","Highway","No","No",1999,2
"Web","WEST VALLEY CITY",2006-07-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW YORK","Highway","No","No",2006,7
"Paper","LOGAN",2004-11-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,75,"MASSACHUSETTS","Air","No","No",2004,11
"Paper","WEST VALLEY CITY",2002-10-09,"POISONOUS MATERIALS",0,0,0,360,"SOUTH DAKOTA","Highway","No","No",2002,10
"Paper","BRIGHAM CITY",1992-09-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,202,"NEW YORK","Highway","No","No",1992,9
"Paper","OGDEN",2001-09-01,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",2001,9
"Paper","SALT LAKE CITY",1994-07-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,130,"UTAH","Highway","No","No",1994,7
"Paper","SALT LAKE CITY",1998-04-07,"CORROSIVE MATERIAL",0,0,0,150,"SOUTH CAROLINA","Highway","No","No",1998,4
"Paper","OGDEN",1996-05-03,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1996,5
"Web","CLIVE",2010-06-01,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2010,6
"Web","SALT LAKE CITY",2007-07-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,7
"Paper","SALT LAKE",2001-07-08,"POISONOUS MATERIALS",0,0,0,5000,"ILLINOIS","Rail","No","No",2001,7
"XML","N SALT LAKE",2012-03-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",2012,3
"Paper","SALT LAKE CITY",1995-06-03,"CORROSIVE MATERIAL",0,0,0,160,"UTAH","Highway","No","No",1995,6
"Web","SALT LAKE CITY",2008-03-10,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2008,3
"Paper","VERNAL",1986-05-20,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","Yes",1986,5
"XML","Salt Lake City",2012-01-20,"OXIDIZER",0,0,0,0,"MINNESOTA","Highway","No","No",2012,1
"Paper","SALT LAKE CITY",2012-10-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MASSACHUSETTS","Highway","No","No",2012,10
"Paper","SALT LAKE CITY",2012-07-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KENTUCKY","Highway","No","No",2012,7
"Paper","SALT LAKE CITY",1996-03-29,"POISONOUS MATERIALS",0,0,0,150,"NEW YORK","Highway","No","No",1996,3
"Paper","NORTH SALT LAKE",2003-08-29,"CORROSIVE MATERIAL",0,0,0,525,"NEW JERSEY","Highway","No","No",2003,8
"Paper","MILFORD",1998-12-23,"FLAMMABLE GAS",0,0,0,3,"UTAH","Highway","No","No",1998,12
"XML","salt lake",2006-06-29,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",2006,6
"Paper","SALT LAKE CITY",1987-06-10,"CORROSIVE MATERIAL",0,0,0,0,"GEORGIA","Highway","No","No",1987,6
"Paper","SALT LAKE",1993-09-16,"FLAMMABLE GAS",0,0,0,0,"ARIZONA","Rail","No","No",1993,9
"Paper","SALT LAKE",2000-08-29,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Rail","No","No",2000,8
"Paper","SALT LAKE CITY",2006-12-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1500,"TEXAS","Highway","No","No",2006,12
"Paper","SALT LAKE CITY",1990-06-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,35000,"UTAH","Highway","No","Yes",1990,6
"Paper","SALT LAKE CITY",1998-07-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",1998,7
"Paper","SALT LAKE",1995-05-23,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1995,5
"Paper","SALT LAKE CITY",1999-05-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"MICHIGAN","Highway","No","No",1999,5
"Paper","SALT LAKE CITY",1995-08-03,"CORROSIVE MATERIAL",0,0,0,160,"UTAH","Highway","No","No",1995,8
"Paper","SALT LAKE CITY",2011-07-08,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"WYOMING","Highway","No","No",2011,7
"Paper","WEST VALLEY CITY",2003-10-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,410,"MISSOURI","Highway","No","No",2003,10
"Paper","NORTH SALT LAKE",1999-05-05,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,5
"Paper","PRICE",1986-01-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1986,1
"Paper","MYTON",2003-05-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,308,"UTAH","Highway","No","Yes",2003,5
"Paper","WEST VALLEY CITY",2006-05-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2006,5
"Paper","SALT LAKE CITY",2013-10-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2013,10
"Web","WEST VALLEY CITY",2014-03-17,"ORGANIC PEROXIDE",0,0,0,0,"COLORADO","Highway","No","No",2014,3
"XML","N Salt Lake",2013-04-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2013,4
"Paper","SALT LAKE CITY",2013-09-26,"CORROSIVE MATERIAL",0,0,0,2000,"COLORADO","Highway","No","No",2013,9
"Paper","SALT LAKE CITY",1993-12-27,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,25,"TEXAS","Highway","No","No",1993,12
"Paper","SALT LAKE CITY",1999-02-19,"CORROSIVE MATERIAL",0,0,0,500,"OHIO","Highway","No","No",1999,2
"Paper","SALT LAKE",1991-04-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,50,"CALIFORNIA","Highway","No","No",1991,4
"Paper","SALT LAKE CITY",1991-07-22,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1991,7
"Paper","SALT LAKE CITY",2007-05-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,5
"Paper","SALT LAKE CITY",2007-09-03,"CORROSIVE MATERIAL",0,0,0,1204,"UTAH","Rail","No","No",2007,9
"Paper","SALT LAKE",1996-06-07,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1996,6
"Paper","ST GEORGE",1997-04-30,"CORROSIVE MATERIAL",0,0,0,1939,"UTAH","Highway","No","No",1997,4
"Paper","OGDEN",2011-11-03,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2011,11
"Paper","SALT LAKE CITY",2007-07-14,"FLAMMABLE GAS",0,0,0,1028,"TEXAS","Rail","No","No",2007,7
"Paper","SALT LAKE CITY",2001-05-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,80,"CALIFORNIA","Highway","No","No",2001,5
"Paper","SALT LAKE CITY",2003-08-22,"CORROSIVE MATERIAL",0,0,0,0,"WISCONSIN","Highway","No","No",2003,8
"Paper","SALT LAKE CITY",1996-12-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"ILLINOIS","Highway","No","No",1996,12
"Paper","SALT LAKE CITY",2009-05-19,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2009,5
"Paper","NEPHI",1990-07-11,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1990,7
"Paper","SALT LAKE CITY",2011-05-03,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"UTAH","Air","No","No",2011,5
"Web","RIVERDALE",2005-10-13,"CORROSIVE MATERIAL",0,0,0,2500,"TEXAS","Highway","No","No",2005,10
"XML","NORTH SALT LAKE",2006-07-27,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"TEXAS","Highway","No","No",2006,7
"Paper","WEST VALLEY CITY",1995-04-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,650,"MICHIGAN","Highway","No","No",1995,4
"XML","Salt Lake City",2012-02-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW YORK","Highway","No","No",2012,2
"Paper","OGDEN",1995-02-17,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"WASHINGTON","Rail","No","No",1995,2
"Paper","ANETH",1990-08-29,"CORROSIVE MATERIAL",0,0,0,1150,"COLORADO","Highway","No","No",1990,8
"Paper","NORTH SALT LAKE",2000-10-16,"CORROSIVE MATERIAL",0,0,0,125,"WASHINGTON","Highway","No","No",2000,10
"Paper","SALT LAKE CITY",1992-03-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEBRASKA","Rail","No","No",1992,3
"Paper","NORTH SALT LAKE",2001-04-27,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,4
"XML","N Salt Lake",2013-07-13,"CORROSIVE MATERIAL",0,0,0,0,"VIRGINIA","Highway","No","No",2013,7
"Paper","SALT LAKE CITY",1973-09-26,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1973,9
"Paper","NORTH SALT LAKE",1999-01-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,1
"Paper","SALT LAKE CITY",2005-12-31,"CORROSIVE MATERIAL",0,0,0,1500,"CALIFORNIA","Highway","No","No",2005,12
"Paper","WEST VALLEY CITY",1996-01-13,"CORROSIVE MATERIAL",0,0,0,400,"MISSOURI","Highway","No","No",1996,1
"Paper","SALT LAKE CITY",2006-10-20,"POISONOUS MATERIALS",0,0,2,1800,"OREGON","Highway","No","No",2006,10
"Paper","WEST VALLEY CITY",1998-10-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,387,"COLORADO","Highway","No","No",1998,10
"Paper","SALT LAKE CITY",2005-02-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Highway","No","No",2005,2
"Paper","OREM",2007-07-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,7
"Paper","SALT LAKE CITY",2004-12-20,"CORROSIVE MATERIAL",0,0,0,2800,"TEXAS","Highway","No","No",2004,12
"Paper","SALT LAKE",1998-03-25,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1998,3
"Paper","NORTH SALT LAKE",1999-12-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"INDIANA","Highway","No","No",1999,12
"Paper","SALT LAKE CITY",1979-09-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MARYLAND","Highway","No","No",1979,9
"Paper","SALT LAKE CITY",1995-05-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"INDIANA","Highway","No","No",1995,5
"Paper","WEST VALLEY CITY",1994-06-21,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,500,"NEW YORK","Highway","No","No",1994,6
"Paper","SALT LAKE CITY",2011-01-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2011,1
"Paper","SALT LAKE",1998-07-31,"RADIOACTIVE MATERIAL",0,0,0,0,"NEW JERSEY","Rail","No","No",1998,7
"Paper","OGDEN",1993-02-18,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Rail","No","No",1993,2
"Paper","SALT LAKE CITY",2009-09-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2009,9
"Paper","SALT LAKE CITY",1996-08-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1996,8
"Paper","NORTH SALT LAKE",2001-01-04,"CORROSIVE MATERIAL",0,0,0,125,"MINNESOTA","Highway","No","No",2001,1
"Paper","SALT LAKE CITY",2006-09-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1471,"NEVADA","Highway","No","No",2006,9
"Paper","WEST VALLEY",1995-08-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,415,"TENNESSEE","Highway","No","No",1995,8
"Paper","SALT LAKE CITY",1995-08-23,"POISONOUS MATERIALS",0,0,0,105,"FLORIDA","Highway","No","No",1995,8
"Paper","SALT LAKE CITY",1995-06-06,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,610,"TEXAS","Highway","No","No",1995,6
"Paper","SALT LAKE CITY",2011-04-26,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2011,4
"Web","SALT LAKE CITY",2005-07-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2005,7
