"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"AMERICAN POSTAL WORKERS UNION CA","SHASTA LAKE","CA",1972,"",213534,30,0,0,210477,0,685,210678,213534,0,0,108005,181092,32442,241249,15734,225515,"no","no","no","","no"
"Lion's International-Beaufort","Beaufort","MO",1970,"",219555,9,0,0,280122,1496,17,0,31932,0,0,0,37783,-5851,274271,0,274271,"no","yes","no","yes","no"
"NORTHPOINTE WOODS","BATTLE CREEK","MI",1999,"true",4818570,10,0,0,8642168,9640,406,4706686,4818570,38700,0,1913668,4914479,-95909,8463792,2297350,6166442,"yes","no","yes","yes","yes"
"HAVENWOOD RHF HOUSING INC","LONG BEACH","CA",1996,"true",248713,7,0,0,1743552,104580,629,135339,248713,0,0,0,224227,24486,1762794,42704,1720090,"yes","yes","yes","yes","yes"
"UNIVERSITY OF KANSAS MEDICAL CENTER AUXILIARY INC","KANSAS CITY","KS",1948,"true",769643,158,0,0,319207,615,-6948,2375,335861,69427,0,189429,301116,34745,320440,0,320440,"no","yes","yes","no","yes"
"VALLEY OF THE SUN BOWL FOUNDATION","SCOTTSDALE","AZ",2001,"true",3478472,27,14500,0,1018493,0,0,3464088,3478472,1020,0,619021,3478472,0,1255925,17244756,-15988831,"no","no","yes","yes","yes"
"FUTURE OF THE PIEDMONT FOUNDATION C/O JEFFREY V HALEY","DANVILLE","VA",1998,"true",1032164,14,664,0,177071,1031500,664,0,1032164,0,0,0,50104,982060,1159131,0,1159131,"no","no","no","","no"
"CA Congress of ParentsTeachers &Stu Robinson Elementary School PTSA","Manhattan Beach","CA",NA,"true",387306,19,0,2972,407115,153223,48,5201,190739,5550,0,0,257168,-66429,340686,0,340686,"no","no","yes","yes","yes"
"CHRISTIAN LITERATURE CRUSADE OF NY INC","BRONX","NY",1994,"true",22855,3,0,0,1996,22855,0,0,22855,0,0,0,23027,-172,1824,0,1824,"no","no","yes","yes","no"
"HOLLOWAY ROD & GUN CLUB INC","HOLLOWAY","MN",1991,"",37605,5,-6320,0,36705,1106,0,2653,-2879,15759,0,0,2005,-4884,31686,405,31281,"no","no","no","","no"
"MARSH ISLAND CORPORATION C/O HOUSING AUTHORITY OF OLD TOWN","OLD TOWN","ME",1997,"true",776,8,0,0,957330,0,776,0,776,0,0,0,5619,-4843,934487,0,934487,"no","yes","no","","no"
"THE CARROLL LUTHERAN SCHOOL INC","WESTMINSTER","MD",1998,"true",730569,11,0,26912,3433913,72215,21850,511189,683024,32535,0,532248,921583,-238559,3178423,2657573,520850,"no","no","yes","yes","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS # 2520","HUDSON","FL",1939,"",470221,11,0,0,376179,82620,192,60921,208608,0,0,55003,311502,-102894,267147,73530,193617,"no","yes","no","","no"
"ALLATOONA HIGH SCHOOL CHEERLEADING BOOSTER CLUB INC","ACWORTH","GA",2010,"true",134578,4,0,0,81855,134533,45,0,134578,0,0,0,84771,49807,131662,0,131662,"no","no","yes","no","yes"
"ROANOKE VALLEY ADULT DAY CARE CENTE","Weldon","NC",1984,"true",669789,10,0,4291,298641,366743,2,303044,669789,0,0,394268,625268,44521,335816,0,335816,"no","no","no","","no"
"PRINCE HALL GRAND CHAPTER ORDER OF EASTERN STARS OF SOUTH CAROLINA","COLUMBIA","SC",1983,"",374357,25,0,0,860510,216827,18565,0,295211,44000,67955,21609,328526,-33315,827195,0,827195,"no","no","no","","no"
"COCHRAN'S SKI AREA","RICHMOND","VT",1998,"true",458266,15,0,0,985878,150437,0,267900,435421,0,0,183584,420663,14758,993771,11176,982595,"no","no","yes","yes","yes"
"The Place For Learning Inc","Riverhead","NY",2005,"true",151938,5,0,1282,1765610,18600,5215,127832,153609,0,0,174634,371633,-218024,1538203,21720,1516483,"no","no","no","no","no"
"NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS","WASHINGTON","DC",2004,"",1956104,18,0,0,1777735,0,32056,1864144,1938500,0,0,973452,1614564,323936,2290705,253469,2037236,"no","no","no","no","no"
"SOUTHERN CT YOUTH HOCKEY INC","MILFORD","CT",NA,"true",352033,3,0,0,237986,0,373,351660,352033,0,0,0,341348,10685,312864,64192,248672,"no","no","yes","no","no"
"TRINITY VILLAGE INC","PINE BLUFF","AR",1973,"true",9348535,20,0,0,8942960,69013,1106,8772051,9348535,0,0,5000524,9470671,-122136,9417288,4359277,5058011,"no","no","no","","no"
"BLISH-MIZE COMPANY EMPLOYEE BENEFIT TRUST","ATCHISON","KS",1988,"",1066066,3,0,0,239367,0,0,1066066,1066066,0,852665,0,1069312,-3246,236121,0,236121,"no","yes","no","","no"
"NATIONAL ASSOCIATION OF LETTER CARRIERS ILLINOIS STATE","NAPERVILLE","IL",1996,"",353236,20,0,0,240156,0,0,340386,353236,0,0,103505,331543,21693,264072,2467,261605,"no","yes","no","no","no"
"TANGLEWOOD AT SUN N LAKE MASTER ACTIVITY COMMITTEE INC","SEBRING","FL",1998,"",207431,28,5670,0,134205,16503,0,132141,154973,0,0,0,154697,276,134481,0,134481,"no","no","no","","no"
"SEMINOLE LODGE NO 2519 BPOE INC","LARGO","FL",1974,"",364247,5,0,0,359168,60813,74,4664,223727,0,18622,62330,211588,12139,366309,21507,344802,"no","yes","no","","no"
"NAPA COUNTY PEACE OFFICERS ASSOC","VALLEJO","CA",NA,"",330530,2,0,0,337411,0,9928,310,10238,0,0,0,3951,6287,337038,0,337038,"no","no","no","","no"
"EUGENE SWIM & TENNIS CLUB","EUGENE","OR",1961,"",1937745,7,111593,0,2579665,0,-32,1697366,1835424,0,0,938048,1748264,87160,2557700,1648006,909694,"no","yes","yes","yes","no"
"Texas Dreams - Texas Flyers Parent Club","Coppell","TX",NA,"true",265549,5,0,3433,76393,87043,3,89787,233589,0,0,0,203278,30311,113232,0,113232,"no","no","no","no","no"
"MYSTIC KREWE OF NYX","NEW ORLEANS","LA",2011,"",4502015,8,0,0,294163,3975,7634,2800741,3380917,9425,0,119580,2920306,460611,860427,161644,698783,"no","yes","no","","no"
"MAURICE I SCHWARTZ TOWERS INC","AUBURN","NY",1970,"true",721848,6,0,0,4222288,0,5337,716511,721848,0,0,124621,623790,98058,4160830,71733,4089097,"no","no","yes","yes","no"
"KAPPA DELTA BUILDING CORPORATION","PULLMAN","WA",NA,"",89000,3,0,0,1400480,0,0,89000,89000,0,0,0,70264,18736,1393400,615009,778391,"no","no","no","no","no"
"NEBRASKA BANKERS ASSOCIATION INC","LINCOLN","NE",1890,"",4751494,25,1570666,0,3519350,0,25518,4699884,4725402,0,0,2354526,4510057,215345,3586656,518340,3068316,"no","yes","yes","yes","yes"
"TRINITY CHRISTIAN SCHOOL","DUBLIN","GA",NA,"true",4336822,10,0,70668,6926082,281102,2136,4030570,4336822,0,0,2247264,4326640,10182,6685115,2072881,4612234,"no","no","no","","no"
"GREATER OTTAWA COUNTY UNITED WAY","HOLLAND","MI",2000,"true",3378427,14,0,340532,2565550,3095411,48300,0,3378032,1140384,0,783920,2685705,692327,3407731,313758,3093973,"no","no","yes","yes","yes"
"TORAT MOSHE MALKA INC","Brooklyn","NY",2013,"true",547361,3,0,0,2264,547361,0,0,547361,0,0,0,391134,156227,158491,0,158491,"no","no","no","","no"
"SEAFORD LIONS FOUNDATION INC","SEAFORD","DE",2000,"true",23365,11,0,0,244378,5254,369,16197,21654,15187,0,0,22792,-1138,243305,65,243240,"no","no","no","","no"
"MERCY LEARNING CENTER OF BRIDGEPORT INC","BRIDGEPORT","CT",1987,"true",2411041,9,0,156705,5960413,2337256,59165,0,2378456,84145,0,1511527,2140285,238171,6310037,94082,6215955,"no","no","yes","yes","yes"
"FRIENDS OF THE PUBLIC LIBRARY OF CINCINNATI AND HAMILTON COUNTY","CINCINNATI","OH",1957,"true",645201,16,0,14003,975304,102150,28970,0,512541,0,0,173490,546228,-33687,970921,20672,950249,"no","no","no","","no"
"WORLD AFFAIRS COUNCIL OF DALLAS/FORT WORTH","DALLAS","TX",1951,"true",2945126,57,1814,244757,1125170,2442824,13322,226414,2621528,0,0,1448516,2283692,337836,1443616,299183,1144433,"no","no","yes","yes","yes"
"GILLETTE HOCKEY ASSOCIATION INC","GILLETTE","WY",1995,"true",190125,10,0,0,184683,76407,4233,72750,163000,0,0,0,134856,28144,207979,0,207979,"no","no","yes","yes","no"
"INSURANCE FEDERATION OF PENNSYLVANIA INC","PHILADELPHIA","PA",1926,"",3048795,33,0,0,4057495,1733665,207551,0,1941216,0,0,1572248,1979410,-38194,4038783,50935,3987848,"no","yes","no","","no"
"HAVASU BALLOON FESTIVAL AND FAIR INC","LAKE HAVASU CITY","AZ",2013,"true",604672,10,0,0,136159,0,0,563194,556214,150000,0,0,525825,30389,166726,0,166726,"no","no","no","","no"
"CALIFORNIA FEDERATION OF WOMENS SAN DIEGO WOMENS CLUB","SAN DIEGO","CA",NA,"true",3879156,11,0,0,238064,2870,3701927,9603,3714400,0,0,0,157434,3556966,3874627,0,3874627,"no","no","no","no","no"
"MINUCHIN CENTER FOR THE FAMILY","WOODBURY","NJ",NA,"true",343342,8,0,0,74453,284162,0,59180,343342,0,0,0,138120,205222,279675,0,279675,"no","no","no","","no"
"BPOE #1388 BOUND BROOK","BOUND BROOK","NJ",1928,"",435022,12,0,0,90038,15439,38,0,206417,55993,0,4067,189804,16613,104563,5116,99447,"no","no","no","","no"
"ACCESSVISION","BATTLE CREEK","MI",1988,"true",501407,10,0,0,891150,8495,6780,485792,501407,0,0,363755,509082,-7675,850895,456835,394060,"no","no","yes","yes","no"
"LAKE ISABELLA PROPERTY OWNERS ASSOC","LAKE ISABELLA","MI",NA,"",358669,14,0,0,264720,226482,458,131729,358669,0,0,119926,296309,62360,324843,2528,322315,"no","no","no","","no"
"LITTLE RIVER VOL FIRE DEPT INC","PIKEVILLE","NC",NA,"true",221078,5,0,0,552620,206861,24,0,216311,0,0,2676,189977,26334,532849,499248,33601,"no","no","no","","no"
"TEXAS ASSN OF FAIRS AND EXPOSITIONS INC","WHARTON","TX",1978,"",413472,16,0,0,317109,412073,1399,0,413472,0,53596,0,389507,23965,327922,0,327922,"no","no","yes","yes","yes"
"BROWNSTONE SCHOOL & DAY CARE CENTER INC","NEW YORK","NY",1983,"true",2195212,13,0,0,3787514,0,84904,1573990,1765720,0,0,1280096,1663950,101770,4098707,1339335,2759372,"no","no","yes","yes","no"
"ECCBOC","SWINK","CO",2016,"true",53640,20,0,0,18909,53640,0,0,53640,11663,0,32546,70629,-16989,4493,2573,1920,"no","no","yes","yes","yes"
"Three Rivers Ambulance Service Inc","Crowell","TX",1990,"true",251013,7,0,0,156865,192267,3,58743,251013,0,0,183106,258676,-7663,144657,5486,139171,"no","no","no","","no"
"COALITION FOR ACADEMIC SCIENTIFIC COMPUTATION INC","COLUMBUS","OH",1989,"true",337070,86,0,0,376812,335000,375,0,337070,0,0,0,315861,21209,365889,86742,279147,"no","yes","no","","no"
"MONTGOMERY LIONS CLUB","MONTGOMERY","AL",1957,"",70922,96,0,0,20098,0,0,61788,70922,0,0,18759,72252,-1330,20526,4762,15764,"no","no","no","","no"
"LANDIS VALLEY ASSOCIATES","LANCASTER","PA",1959,"true",901726,13,0,7837,285688,92222,0,459808,728335,0,0,387543,617006,111329,342200,106227,235973,"no","no","yes","yes","yes"
"THE DATZ FOUNDATION","VIENNA","VA",1987,"true",576140,6,0,0,465827,0,5719,443173,451292,0,0,318544,488042,-36750,428667,26142,402525,"no","no","yes","no","yes"
"TRANSPORTATION ADMIN OF CLEVELAND COUNTY","SHELBY","NC",1995,"true",1497979,13,0,0,1397781,631371,24137,839661,1496053,0,0,1022347,1708721,-212668,1197394,69365,1128029,"no","no","yes","yes","yes"
"Pusch Ridge Christian Academy Inc","Tucson","AZ",2000,"true",8375597,11,0,207931,10601537,731014,17314,7242188,8355166,144645,0,4704079,7628314,726852,11650890,2137116,9513774,"no","yes","yes","yes","no"
"WASHINGTON LIGHT INFANTRY OF CHARLESTON INC","CHARLESTON","SC",1900,"",317528,13,0,0,2530075,34050,162064,0,158749,32168,0,12582,178673,-19924,2510664,835,2509829,"no","yes","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS 2650","MERRITT ISLAND","FL",2000,"",307684,11,0,0,435960,0,16,99183,225538,0,0,10449,185416,40122,479313,21033,458280,"no","yes","no","","no"
"CROSS-ROADS AREA ALCOHOL & DRUG ASSOCIATION","ELIZABETHTON","TN",1983,"true",252730,7,0,0,346734,0,147,250425,252730,0,0,211623,263115,-10385,336486,167,336319,"no","no","no","","no"
"Intl Assoc of Bridge Reinforcing Iron Workers","Spokane Valley","WA",1902,"",1220617,6,0,0,1836752,0,8079,868577,1220617,0,79470,390617,1364217,-143600,1701805,35296,1666509,"no","yes","no","no","no"
"FRATERNAL ORDER OF EAGLES 4150","HARRISONBURG","VA",1986,"",3966503,13,3682,0,1640330,27854,19834,0,608012,24864,70994,247875,484576,123436,1752611,5896,1746715,"no","yes","no","","no"
"QUEENS COUNTY BAR ASSOCIATION","JAMAICA","NY",1905,"",598596,21,0,0,407411,327795,1342,248459,598596,0,0,306522,616638,-18042,379501,367010,12491,"no","yes","yes","yes","no"
"CAMP PASQUANEY","HEBRON","NH",1895,"true",5447718,15,1280,123958,11333348,1984911,765681,627808,3380753,148750,0,564447,1415791,1964962,13721885,120503,13601382,"no","no","yes","yes","no"
"WOMENS CARE MEDICAL CENTER INC","ROBERTSDALE","AL",1990,"true",787538,6,0,0,635573,589037,49,0,722151,9837,0,317099,528006,194145,829973,2072,827901,"no","no","yes","yes","yes"
"KANSAS ASSOCIATION OF HOMES FOR THE AGING INSURANCE GROUP","TOPEKA","KS",1990,"",5464819,7,0,0,10544806,0,319897,2343884,2663781,899943,0,0,1759118,904663,10737904,5104913,5632991,"no","yes","yes","yes","no"
"Connect 2 Ministries","Simi Valley","CA",2009,"true",557207,5,0,0,98233,557207,0,0,557207,0,0,84789,530445,26762,118930,8585,110345,"no","no","no","no","no"
"BENEVOLENT PROTECT ORDER ELKS 1248","THREE RIVERS","MI",1900,"",241507,14,368,0,140378,50917,103,0,126947,8303,0,57364,130529,-3582,136395,2023,134372,"no","yes","yes","yes","no"
"LAKEWOOD LODGE NO 2388 BENEVOLENT AND PROTECTIVE ORDER OF ELKS","LAKEWOOD","WA",1968,"",359640,9,50,0,419368,17346,3933,92023,212972,16649,0,79731,238278,-25306,404404,34868,369536,"no","yes","yes","no","no"
"District 2A-1 Lions Eye Bank","San Angelo","TX",1972,"true",269989,14,0,0,86861,20043,0,249946,269989,0,0,112188,270198,-209,87603,1996,85607,"no","yes","yes","yes","no"
"ANGEL FLIGHT CENTRAL INC","KANSAS CITY","MO",1995,"true",929027,15,0,53838,538448,850790,3075,0,763026,0,0,290944,365540,397486,936381,3147,933234,"no","no","yes","yes","no"
"HOLY REDEEMER PARISH FOUNDATION","MARSHALL","MN",1978,"true",2175293,12,0,0,3715298,47520,422802,0,470322,0,0,0,167326,302996,4018294,0,4018294,"no","no","no","","no"
"FRIENDS OF MUSIC ACADIANA INC","LAFAYETTE","LA",1998,"true",20049,14,0,2096,33438,20040,9,0,20049,0,0,0,23982,-3933,28994,4361,24633,"no","no","no","no","no"
"Benevolent & Protective Order of Elks of the USA #2138","Centereach","NY",1960,"",290780,8,19156,0,2423909,17002,82989,0,204425,5030,0,58558,207976,-3551,2428954,23563,2405391,"no","yes","no","no","no"
"Chilmark Town Affairs Council Inc","Chilmark","MA",1993,"true",292808,21,0,1811,694616,45989,1504,186810,216807,0,0,165926,300508,-83701,599132,1144,597988,"no","no","no","","no"
"JAPANESE EDUCATIONAL INSTITUTE OF HOUSTON","HOUSTON","TX",1979,"true",1218360,9,0,0,1247171,239634,2967,975548,1218360,0,0,712166,1147281,71079,1334699,28450,1306249,"no","no","no","","no"
"THE HUGUENOT SOCIETY OF THE FOUNDERS OF MANAKIN IN THE COLONY OF VA","MIDLOTHIAN","VA",1978,"true",141612,41,0,0,486202,18565,1152,121895,141612,3000,2468,6198,81317,60295,546497,0,546497,"no","no","yes","no","no"
"World Childrens Project","Eugene","OR",2004,"true",250196,5,0,271,188296,247494,2702,0,250196,221069,0,0,234699,15497,204995,0,204995,"no","no","yes","yes","yes"
"PEARL LAKES TROUT CLUB INC","MONTE VISTA","CO",1922,"",234514,9,0,0,376577,203350,404,30213,234514,0,0,88074,244921,-10407,320999,24659,296340,"no","yes","no","no","no"
"Victory Charter School Inc","Nampa","ID",2003,"true",3366771,5,0,0,7604916,3335028,31743,0,3366771,0,0,1765181,2799111,567660,7706185,5801771,1904414,"no","no","yes","no","no"
"COLES COMMUNITY WATER ASSOCIATION","CROSBY","MS",1972,"",143257,6,0,0,1035014,650,101,142506,143257,0,0,30820,125685,17572,1035644,282085,753559,"no","no","no","","no"
"CHUNG WAH TAO TAK TONG SF INC","DALY CITY","CA",NA,"true",26143,3,0,0,734234,26143,0,0,26143,0,0,6459,29125,-2982,730088,0,730088,"no","no","no","no","no"
"Winterfest Inc","Fort Lauderdale","FL",1988,"",1636553,47,0,0,710633,0,309,1290050,1585727,0,0,414415,1449541,136186,853533,24520,829013,"no","no","no","","no"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 1077","BOGALUSA","LA",1947,"",184945,163,223,0,153919,178754,223,0,184945,0,16443,64351,180061,4884,158803,0,158803,"no","no","no","","no"
"Fraternal Order of Eagles #370","Lima","OH",1902,"",2531261,16,0,0,750633,0,6216,161344,1485162,400406,8445,691808,1441694,43468,842668,163232,679436,"no","no","yes","yes","no"
"THE ROCKY MTN CHAPTER OF THE AMYOTR OPHIC LATERAL SCLEROSIS ASSOCIATION","WESTMINSTER","CO",1996,"true",1216354,22,0,148957,1110899,1077849,-769,2021,1113010,0,0,665670,1206002,-92992,1037288,70047,967241,"no","no","yes","yes","yes"
"ASSOCIATED TILE CONTRACTORS OF SOUTHERN CALIFORNIA INC CONTRACT ADMIN FUND","ROLLING HILLS ESTATES","CA",1996,"",46864,3,0,0,389240,0,3163,43701,46864,0,0,0,86053,-39189,350051,0,350051,"no","no","yes","yes","yes"
"FOREST LAKE PROPERTY OWNERS ASSOC OF ARENAC COUNTY","ALGER","MI",1970,"",348272,9,10580,0,954098,6177,8144,194516,257938,0,0,84261,251439,6499,958348,6698,951650,"no","no","no","","no"
"Fairchild Cemetery Association Inc","Remsen","NY",1893,"",43528,7,0,0,661636,0,31651,11877,43528,0,0,13084,27190,16338,660420,0,660420,"no","no","no","","no"
"EASTPORT PUBLIC LIBRARY","EASTPORT","ME",1893,"true",92326,11,0,196,1307436,59845,22115,10366,92326,0,0,53234,93181,-855,1368280,0,1368280,"no","no","yes","yes","no"
"NLEAFCF DBA FIRST RESPONDERS CHILDRENS FOUNDATION","NEW YORK","NY",2002,"true",172407,14,0,12459,496857,144207,85,28115,172407,64000,0,0,332314,-159907,336950,0,336950,"no","yes","yes","yes","yes"
"LUCAS ON CAMPUS","Iowa City","IA",1997,"true",243569,0,0,0,49552,0,92,243477,243569,0,0,0,247857,-4288,46378,5896,40482,"no","no","no","","no"
"ASSOCIATION OF GAMING EQUIPMENT MANUFACTURERS","HENDERSON","NV",2000,"",1338634,64,0,0,1482823,0,5652,349930,1338634,286599,0,273133,1278481,60153,1542241,0,1542241,"yes","yes","yes","yes","yes"
"Farmhouse Fraternity","Columbia","MO",1916,"",429597,12,0,0,68056,22765,0,406832,429597,0,0,0,513412,-83815,16529,32602,-16073,"no","yes","yes","yes","yes"
"DES MOINES JEWISH FOUNDATION","WAUKEE","IA",1975,"true",7177780,16,0,564,16294768,414760,1141504,0,1556264,1059322,0,0,1223869,332395,16315067,48000,16267067,"no","yes","yes","yes","yes"
"SPEAK ABOUT IT INC","PORTLAND","ME",2013,"true",377077,9,0,6076,92015,14973,0,362104,377077,0,0,136456,359349,17728,122428,12685,109743,"no","no","yes","yes","yes"
"SAN DIEGO BOWL GAME ASSOCIATION","SAN DIEGO","CA",1977,"true",9593664,33,0,457599,6423062,551740,1810,8985214,9532410,0,0,896827,9383867,148543,2483797,722932,1760865,"no","no","yes","no","yes"
"FREDERICK ELKS HOME ASSOCIATION INC","FREDERICK","MD",1925,"",3675,13,0,0,1098111,0,1175,0,-11685,0,0,0,33572,-45257,1052854,0,1052854,"no","no","no","","no"
"Small Angels Rescue Inc","Monrovia","MD",2003,"true",20123,8,0,333,28203,17846,90,2187,20123,0,0,0,17503,2620,30744,453,30291,"no","no","no","no","no"
"ADAMS COUNTY COMMISSION ON SUSTAINABILITY","CORNING","IA",2010,"true",45000,5,0,0,150483,45000,0,0,45000,0,0,0,74090,-29090,122371,70000,52371,"no","yes","yes","yes","no"
"HEPPNER ELKS LODGE BPOE 358","HEPPNER","OR",NA,"",210040,16,0,0,1042226,9927,35152,46222,163028,27287,0,39350,153725,9303,1065465,34561,1030904,"no","no","no","no","no"
"Portsmouth Lodge of Elks #97","Portsmouth","NH",1989,"",1145313,9,7237,0,1899777,110503,27993,0,404393,51723,0,82056,358218,46175,1923682,61305,1862377,"no","yes","yes","yes","yes"
"South Lexington Volunteer Fire Department","Lexington","NC",2008,"true",257681,11,0,0,1493332,255887,205,0,257681,0,0,41082,202666,55015,1510614,1064270,446344,"no","no","no","no","no"
"PANORA PETS","PANORA","IA",2008,"true",338849,8,0,0,37333,287911,51,38308,334815,0,0,19323,163446,171369,208813,2075,206738,"no","no","no","no","no"
"AM FED OF GOVERNMENT EMPLOYEES 2455 AFGE NBP LOCAL","LAREDO","TX",NA,"",300887,7,0,0,379869,0,445,261079,300887,0,0,44081,283440,17447,400672,7844,392828,"no","yes","no","","no"
"CROGHAN FIRE DEPARTMENT INC","Croghan","NY",2002,"true",223091,60,0,0,1028658,52047,216,165568,219535,0,0,0,151239,68296,958922,0,958922,"no","yes","yes","no","no"
"POPE MEMORIAL SPCA OF CONCORD-MERRIMACK COUNTY","CONCORD","NH",1910,"true",893339,11,0,123291,3818771,551141,20100,230586,855706,0,0,556797,945385,-89679,3773003,185823,3587180,"no","no","yes","yes","yes"
"DUMOND CONSERVANCY FOR PRIMATES AND TROPICAL FORESTS INC","MIAMI","FL",1990,"true",104431,8,0,2636,587100,59913,143,44375,104431,0,0,118940,267856,-163425,397464,5277,392187,"no","no","yes","yes","yes"
"AUSTIN COUNTY FAIR ASSOCIATION","BELLVILLE","TX",1927,"true",2312550,48,0,0,1606721,36405,8367,2267778,2312550,0,0,59635,2296291,16259,1632686,10643,1622043,"no","no","yes","yes","no"
"SHAKER BRIDGE THEATRE INC","Enfield","NH",2007,"true",253547,7,0,6082,14041,111557,0,141990,253547,0,0,73445,163504,90043,81690,1628,80062,"no","no","yes","yes","no"
"Town Hall of Tulsa Corp","Tulsa","OK",1935,"true",521892,31,0,0,446267,129152,9065,352290,497093,66965,0,77279,490165,6928,439104,283931,155173,"no","yes","yes","no","yes"
"Sequim BPOE Lodge No 2642","Sequim","WA",1970,"",573030,15,0,0,395037,56804,89,0,318244,8081,0,113008,227953,90291,500866,37579,463287,"no","no","no","","yes"
"BENEVOLENT & PROTECTIVE ORDER ELKS 2266","GLEN BURNIE","MD",1964,"",368867,0,0,0,489271,25404,1706,338824,368867,0,0,78922,373888,-5021,475730,115718,360012,"no","yes","no","","no"
"GREATER AVON CHAMBER OF COMMERCE","AVON","IN",1997,"",296130,10,0,0,130144,15000,220,108255,165405,0,0,97849,144066,21339,151563,1852,149711,"no","yes","no","","no"
"PALO DURO CLUB","AMARILLO","TX",1905,"",209454,9,0,0,261261,0,0,190476,202721,0,0,55681,223457,-20736,240515,79,240436,"no","yes","no","","no"
"Community Blood Council of NJ Inc","Lawrenceville","NJ",1966,"true",2464138,6,0,0,2608490,1364,-86522,2347345,2262187,0,0,1708928,4471632,-2209445,0,0,0,"no","no","no","","no"
"STANDISH FORDE HANSELL","PITTSBURGH","PA",1985,"true",170273,0,0,0,3136180,0,170273,0,170273,140913,0,29545,170958,-685,3135486,0,3135486,"no","no","yes","yes","no"
"SPRING HILL DETACHMENT #708 MARINE CORPS LEAGUE INC","BROOKSVILLE","FL",1995,"",191306,4,0,0,466715,159508,5,28983,191306,0,5150,25006,185139,6167,471758,0,471758,"no","yes","no","","no"
